dataset,distribution,value
thermo-20y-qc,edgeIntensities,38698.22265625
thermo-20y-qc,edgeIntensities,38822.34765625
thermo-20y-qc,edgeIntensities,38937.1796875
thermo-20y-qc,edgeIntensities,39058.8203125
thermo-20y-qc,edgeIntensities,39195.23828125
thermo-20y-qc,edgeIntensities,39278.15625
thermo-20y-qc,edgeIntensities,39369.109375
thermo-20y-qc,edgeIntensities,39433.328125
thermo-20y-qc,edgeIntensities,39474.765625
thermo-20y-qc,edgeIntensities,39476.46484375
thermo-20y-qc,edgeIntensities,39476.7734375
thermo-20y-qc,edgeIntensities,39513.31640625
thermo-20y-qc,edgeIntensities,39515.96875
thermo-20y-qc,edgeIntensities,39519.05078125
thermo-20y-qc,edgeIntensities,39760.39453125
thermo-20y-qc,edgeIntensities,39762.26953125
thermo-20y-qc,edgeIntensities,39824.8984375
thermo-20y-qc,edgeIntensities,39841.98828125
thermo-20y-qc,edgeIntensities,39844.60546875
thermo-20y-qc,edgeIntensities,39865.578125
thermo-20y-qc,edgeIntensities,40002.6640625
thermo-20y-qc,edgeIntensities,40023.72265625
thermo-20y-qc,edgeIntensities,40067.0234375
thermo-20y-qc,edgeIntensities,40192.25390625
thermo-20y-qc,edgeIntensities,40249.43359375
thermo-20y-qc,edgeIntensities,40274.61328125
thermo-20y-qc,edgeIntensities,40352.71875
thermo-20y-qc,edgeIntensities,40542.5234375
thermo-20y-qc,edgeIntensities,40551.2109375
thermo-20y-qc,edgeIntensities,40562.5859375
thermo-20y-qc,edgeIntensities,40567.5625
thermo-20y-qc,edgeIntensities,40632.421875
thermo-20y-qc,edgeIntensities,40763.16796875
thermo-20y-qc,edgeIntensities,40767.88671875
thermo-20y-qc,edgeIntensities,40786.6015625
thermo-20y-qc,edgeIntensities,40808.05078125
thermo-20y-qc,edgeIntensities,41038.00390625
thermo-20y-qc,edgeIntensities,41068.65625
thermo-20y-qc,edgeIntensities,41131.2890625
thermo-20y-qc,edgeIntensities,41185.02734375
thermo-20y-qc,edgeIntensities,41233.18359375
thermo-20y-qc,edgeIntensities,41438.2421875
thermo-20y-qc,edgeIntensities,41467.15625
thermo-20y-qc,edgeIntensities,41573.765625
thermo-20y-qc,edgeIntensities,41702.46875
thermo-20y-qc,edgeIntensities,41767.97265625
thermo-20y-qc,edgeIntensities,41819.78125
thermo-20y-qc,edgeIntensities,41826.89453125
thermo-20y-qc,edgeIntensities,42192.26171875
thermo-20y-qc,edgeIntensities,42368.88671875
thermo-20y-qc,edgeIntensities,42478.515625
thermo-20y-qc,edgeIntensities,42543.796875
thermo-20y-qc,edgeIntensities,42544.8671875
thermo-20y-qc,edgeIntensities,42565.3046875
thermo-20y-qc,edgeIntensities,42726.92578125
thermo-20y-qc,edgeIntensities,42863.19140625
thermo-20y-qc,edgeIntensities,42941.703125
thermo-20y-qc,edgeIntensities,43092.08203125
thermo-20y-qc,edgeIntensities,43139.62890625
thermo-20y-qc,edgeIntensities,43181.4453125
thermo-20y-qc,edgeIntensities,43217.68359375
thermo-20y-qc,edgeIntensities,43254.71875
thermo-20y-qc,edgeIntensities,43353.77734375
thermo-20y-qc,edgeIntensities,43500.6796875
thermo-20y-qc,edgeIntensities,43530.05859375
thermo-20y-qc,edgeIntensities,43646.03515625
thermo-20y-qc,edgeIntensities,43691.859375
thermo-20y-qc,edgeIntensities,43970.03125
thermo-20y-qc,edgeIntensities,43988.23046875
thermo-20y-qc,edgeIntensities,44025.765625
thermo-20y-qc,edgeIntensities,44031.12890625
thermo-20y-qc,edgeIntensities,44138.93359375
thermo-20y-qc,edgeIntensities,44154.140625
thermo-20y-qc,edgeIntensities,44187.29296875
thermo-20y-qc,edgeIntensities,44299.41796875
thermo-20y-qc,edgeIntensities,44358.21875
thermo-20y-qc,edgeIntensities,44410.6640625
thermo-20y-qc,edgeIntensities,44510.6484375
thermo-20y-qc,edgeIntensities,44585.38671875
thermo-20y-qc,edgeIntensities,44595.20703125
thermo-20y-qc,edgeIntensities,44756.765625
thermo-20y-qc,edgeIntensities,44837.85546875
thermo-20y-qc,edgeIntensities,44968.1171875
thermo-20y-qc,edgeIntensities,44978.44140625
thermo-20y-qc,edgeIntensities,45207.76171875
thermo-20y-qc,edgeIntensities,45219.296875
thermo-20y-qc,edgeIntensities,45245.4609375
thermo-20y-qc,edgeIntensities,45398.9921875
thermo-20y-qc,edgeIntensities,45405.0
thermo-20y-qc,edgeIntensities,45572.43359375
thermo-20y-qc,edgeIntensities,45619.19921875
thermo-20y-qc,edgeIntensities,45666.8984375
thermo-20y-qc,edgeIntensities,45669.93359375
thermo-20y-qc,edgeIntensities,45688.4609375
thermo-20y-qc,edgeIntensities,45761.79296875
thermo-20y-qc,edgeIntensities,45785.6953125
thermo-20y-qc,edgeIntensities,45861.21875
thermo-20y-qc,edgeIntensities,45944.58984375
thermo-20y-qc,edgeIntensities,45973.76171875
thermo-20y-qc,edgeIntensities,46034.0390625
thermo-20y-qc,edgeIntensities,46254.375
thermo-20y-qc,edgeIntensities,46386.83203125
thermo-20y-qc,edgeIntensities,46543.1640625
thermo-20y-qc,edgeIntensities,46605.22265625
thermo-20y-qc,edgeIntensities,46617.46484375
thermo-20y-qc,edgeIntensities,46717.9140625
thermo-20y-qc,edgeIntensities,46790.25
thermo-20y-qc,edgeIntensities,46860.6875
thermo-20y-qc,edgeIntensities,46860.6875
thermo-20y-qc,edgeIntensities,46864.671875
thermo-20y-qc,edgeIntensities,46874.125
thermo-20y-qc,edgeIntensities,46973.98828125
thermo-20y-qc,edgeIntensities,47073.96484375
thermo-20y-qc,edgeIntensities,47093.6484375
thermo-20y-qc,edgeIntensities,47288.75390625
thermo-20y-qc,edgeIntensities,47370.76171875
thermo-20y-qc,edgeIntensities,47510.078125
thermo-20y-qc,edgeIntensities,47662.07421875
thermo-20y-qc,edgeIntensities,47682.72265625
thermo-20y-qc,edgeIntensities,47727.21484375
thermo-20y-qc,edgeIntensities,47789.56640625
thermo-20y-qc,edgeIntensities,47905.28125
thermo-20y-qc,edgeIntensities,47955.5703125
thermo-20y-qc,edgeIntensities,48074.46875
thermo-20y-qc,edgeIntensities,48227.67578125
thermo-20y-qc,edgeIntensities,48354.13671875
thermo-20y-qc,edgeIntensities,48432.69921875
thermo-20y-qc,edgeIntensities,48465.4921875
thermo-20y-qc,edgeIntensities,48610.80078125
thermo-20y-qc,edgeIntensities,48918.94921875
thermo-20y-qc,edgeIntensities,49003.43359375
thermo-20y-qc,edgeIntensities,49037.2265625
thermo-20y-qc,edgeIntensities,49165.9375
thermo-20y-qc,edgeIntensities,49222.5
thermo-20y-qc,edgeIntensities,49228.17578125
thermo-20y-qc,edgeIntensities,49309.59375
thermo-20y-qc,edgeIntensities,49317.14453125
thermo-20y-qc,edgeIntensities,49542.1640625
thermo-20y-qc,edgeIntensities,49544.2265625
thermo-20y-qc,edgeIntensities,49556.390625
thermo-20y-qc,edgeIntensities,49576.85546875
thermo-20y-qc,edgeIntensities,49585.984375
thermo-20y-qc,edgeIntensities,49653.19921875
thermo-20y-qc,edgeIntensities,49749.1953125
thermo-20y-qc,edgeIntensities,49796.27734375
thermo-20y-qc,edgeIntensities,49863.703125
thermo-20y-qc,edgeIntensities,49989.98828125
thermo-20y-qc,edgeIntensities,49994.40234375
thermo-20y-qc,edgeIntensities,50065.11328125
thermo-20y-qc,edgeIntensities,50120.5390625
thermo-20y-qc,edgeIntensities,50190.51171875
thermo-20y-qc,edgeIntensities,50324.87109375
thermo-20y-qc,edgeIntensities,50343.5546875
thermo-20y-qc,edgeIntensities,50460.07421875
thermo-20y-qc,edgeIntensities,50511.109375
thermo-20y-qc,edgeIntensities,50573.3828125
thermo-20y-qc,edgeIntensities,50607.5234375
thermo-20y-qc,edgeIntensities,50688.3125
thermo-20y-qc,edgeIntensities,50874.1875
thermo-20y-qc,edgeIntensities,50973.5859375
thermo-20y-qc,edgeIntensities,51069.953125
thermo-20y-qc,edgeIntensities,51106.6171875
thermo-20y-qc,edgeIntensities,51139.50390625
thermo-20y-qc,edgeIntensities,51190.25
thermo-20y-qc,edgeIntensities,51544.921875
thermo-20y-qc,edgeIntensities,51914.36328125
thermo-20y-qc,edgeIntensities,51988.9140625
thermo-20y-qc,edgeIntensities,52138.14453125
thermo-20y-qc,edgeIntensities,52219.45703125
thermo-20y-qc,edgeIntensities,52342.66796875
thermo-20y-qc,edgeIntensities,52342.66796875
thermo-20y-qc,edgeIntensities,52390.6171875
thermo-20y-qc,edgeIntensities,52554.34765625
thermo-20y-qc,edgeIntensities,52645.6484375
thermo-20y-qc,edgeIntensities,52675.53515625
thermo-20y-qc,edgeIntensities,52719.9375
thermo-20y-qc,edgeIntensities,52953.04296875
thermo-20y-qc,edgeIntensities,53034.21484375
thermo-20y-qc,edgeIntensities,53376.39453125
thermo-20y-qc,edgeIntensities,53380.125
thermo-20y-qc,edgeIntensities,53472.36328125
thermo-20y-qc,edgeIntensities,53608.42578125
thermo-20y-qc,edgeIntensities,53640.95703125
thermo-20y-qc,edgeIntensities,53719.00390625
thermo-20y-qc,edgeIntensities,53719.359375
thermo-20y-qc,edgeIntensities,53732.65625
thermo-20y-qc,edgeIntensities,53756.16796875
thermo-20y-qc,edgeIntensities,53921.77734375
thermo-20y-qc,edgeIntensities,53928.8203125
thermo-20y-qc,edgeIntensities,53964.703125
thermo-20y-qc,edgeIntensities,54091.91015625
thermo-20y-qc,edgeIntensities,54200.3359375
thermo-20y-qc,edgeIntensities,54219.375
thermo-20y-qc,edgeIntensities,54235.7265625
thermo-20y-qc,edgeIntensities,54354.21484375
thermo-20y-qc,edgeIntensities,54581.6640625
thermo-20y-qc,edgeIntensities,55023.8046875
thermo-20y-qc,edgeIntensities,55590.1875
thermo-20y-qc,edgeIntensities,55625.6953125
thermo-20y-qc,edgeIntensities,55686.62890625
thermo-20y-qc,edgeIntensities,55773.609375
thermo-20y-qc,edgeIntensities,55814.84375
thermo-20y-qc,edgeIntensities,55854.87109375
thermo-20y-qc,edgeIntensities,55907.94921875
thermo-20y-qc,edgeIntensities,56168.07421875
thermo-20y-qc,edgeIntensities,56243.58984375
thermo-20y-qc,edgeIntensities,56358.82421875
thermo-20y-qc,edgeIntensities,56576.875
thermo-20y-qc,edgeIntensities,56678.92578125
thermo-20y-qc,edgeIntensities,56750.125
thermo-20y-qc,edgeIntensities,56842.73828125
thermo-20y-qc,edgeIntensities,56842.73828125
thermo-20y-qc,edgeIntensities,56914.125
thermo-20y-qc,edgeIntensities,56996.390625
thermo-20y-qc,edgeIntensities,57224.17578125
thermo-20y-qc,edgeIntensities,57317.91015625
thermo-20y-qc,edgeIntensities,57319.01953125
thermo-20y-qc,edgeIntensities,57445.83203125
thermo-20y-qc,edgeIntensities,57578.9453125
thermo-20y-qc,edgeIntensities,57727.6640625
thermo-20y-qc,edgeIntensities,57754.8125
thermo-20y-qc,edgeIntensities,57807.22265625
thermo-20y-qc,edgeIntensities,57838.69140625
thermo-20y-qc,edgeIntensities,57863.453125
thermo-20y-qc,edgeIntensities,58317.07421875
thermo-20y-qc,edgeIntensities,58365.171875
thermo-20y-qc,edgeIntensities,58375.23828125
thermo-20y-qc,edgeIntensities,58411.5078125
thermo-20y-qc,edgeIntensities,58542.80078125
thermo-20y-qc,edgeIntensities,58878.20703125
thermo-20y-qc,edgeIntensities,58960.5859375
thermo-20y-qc,edgeIntensities,59189.4140625
thermo-20y-qc,edgeIntensities,59423.83203125
thermo-20y-qc,edgeIntensities,59477.09375
thermo-20y-qc,edgeIntensities,59497.9140625
thermo-20y-qc,edgeIntensities,59507.5390625
thermo-20y-qc,edgeIntensities,59615.82421875
thermo-20y-qc,edgeIntensities,59720.97265625
thermo-20y-qc,edgeIntensities,59749.296875
thermo-20y-qc,edgeIntensities,59783.7890625
thermo-20y-qc,edgeIntensities,59854.3515625
thermo-20y-qc,edgeIntensities,60015.57421875
thermo-20y-qc,edgeIntensities,60094.5625
thermo-20y-qc,edgeIntensities,60249.55078125
thermo-20y-qc,edgeIntensities,60281.1015625
thermo-20y-qc,edgeIntensities,60282.90234375
thermo-20y-qc,edgeIntensities,60571.51953125
thermo-20y-qc,edgeIntensities,60591.0859375
thermo-20y-qc,edgeIntensities,60661.140625
thermo-20y-qc,edgeIntensities,60714.6171875
thermo-20y-qc,edgeIntensities,60821.10546875
thermo-20y-qc,edgeIntensities,60870.00390625
thermo-20y-qc,edgeIntensities,60973.7890625
thermo-20y-qc,edgeIntensities,61129.48828125
thermo-20y-qc,edgeIntensities,61170.36328125
thermo-20y-qc,edgeIntensities,61200.6328125
thermo-20y-qc,edgeIntensities,61277.58984375
thermo-20y-qc,edgeIntensities,61291.56640625
thermo-20y-qc,edgeIntensities,61295.17578125
thermo-20y-qc,edgeIntensities,61414.41015625
thermo-20y-qc,edgeIntensities,61418.48046875
thermo-20y-qc,edgeIntensities,61424.71875
thermo-20y-qc,edgeIntensities,61517.50390625
thermo-20y-qc,edgeIntensities,61605.8203125
thermo-20y-qc,edgeIntensities,61710.484375
thermo-20y-qc,edgeIntensities,61764.17578125
thermo-20y-qc,edgeIntensities,61788.34765625
thermo-20y-qc,edgeIntensities,61953.4765625
thermo-20y-qc,edgeIntensities,61966.58984375
thermo-20y-qc,edgeIntensities,62032.58984375
thermo-20y-qc,edgeIntensities,62393.859375
thermo-20y-qc,edgeIntensities,62464.59375
thermo-20y-qc,edgeIntensities,62578.04296875
thermo-20y-qc,edgeIntensities,63039.29296875
thermo-20y-qc,edgeIntensities,63079.9453125
thermo-20y-qc,edgeIntensities,63217.66015625
thermo-20y-qc,edgeIntensities,63388.4921875
thermo-20y-qc,edgeIntensities,63442.51953125
thermo-20y-qc,edgeIntensities,63549.6328125
thermo-20y-qc,edgeIntensities,63574.91796875
thermo-20y-qc,edgeIntensities,63637.515625
thermo-20y-qc,edgeIntensities,63853.8671875
thermo-20y-qc,edgeIntensities,63866.91796875
thermo-20y-qc,edgeIntensities,63990.109375
thermo-20y-qc,edgeIntensities,64172.4609375
thermo-20y-qc,edgeIntensities,64189.65234375
thermo-20y-qc,edgeIntensities,64221.00390625
thermo-20y-qc,edgeIntensities,64239.6484375
thermo-20y-qc,edgeIntensities,64359.7421875
thermo-20y-qc,edgeIntensities,64421.87890625
thermo-20y-qc,edgeIntensities,64556.96484375
thermo-20y-qc,edgeIntensities,64605.8671875
thermo-20y-qc,edgeIntensities,64887.01953125
thermo-20y-qc,edgeIntensities,64942.46875
thermo-20y-qc,edgeIntensities,64952.8359375
thermo-20y-qc,edgeIntensities,64999.6875
thermo-20y-qc,edgeIntensities,65067.296875
thermo-20y-qc,edgeIntensities,65219.57421875
thermo-20y-qc,edgeIntensities,65592.40625
thermo-20y-qc,edgeIntensities,65789.953125
thermo-20y-qc,edgeIntensities,66026.203125
thermo-20y-qc,edgeIntensities,66138.21875
thermo-20y-qc,edgeIntensities,66199.875
thermo-20y-qc,edgeIntensities,66296.09375
thermo-20y-qc,edgeIntensities,66423.203125
thermo-20y-qc,edgeIntensities,66559.3359375
thermo-20y-qc,edgeIntensities,66598.3203125
thermo-20y-qc,edgeIntensities,66601.5859375
thermo-20y-qc,edgeIntensities,66668.9609375
thermo-20y-qc,edgeIntensities,66825.3515625
thermo-20y-qc,edgeIntensities,67076.1015625
thermo-20y-qc,edgeIntensities,67218.5078125
thermo-20y-qc,edgeIntensities,67249.3984375
thermo-20y-qc,edgeIntensities,67279.6328125
thermo-20y-qc,edgeIntensities,67397.6875
thermo-20y-qc,edgeIntensities,67406.3359375
thermo-20y-qc,edgeIntensities,67662.8359375
thermo-20y-qc,edgeIntensities,67693.3203125
thermo-20y-qc,edgeIntensities,67854.359375
thermo-20y-qc,edgeIntensities,67865.25
thermo-20y-qc,edgeIntensities,68128.0
thermo-20y-qc,edgeIntensities,68154.9296875
thermo-20y-qc,edgeIntensities,68289.3359375
thermo-20y-qc,edgeIntensities,68430.6953125
thermo-20y-qc,edgeIntensities,68453.1484375
thermo-20y-qc,edgeIntensities,68591.140625
thermo-20y-qc,edgeIntensities,68641.03125
thermo-20y-qc,edgeIntensities,68928.03125
thermo-20y-qc,edgeIntensities,69219.328125
thermo-20y-qc,edgeIntensities,69344.1484375
thermo-20y-qc,edgeIntensities,69759.6484375
thermo-20y-qc,edgeIntensities,69770.0390625
thermo-20y-qc,edgeIntensities,70007.75
thermo-20y-qc,edgeIntensities,70206.4453125
thermo-20y-qc,edgeIntensities,70290.3515625
thermo-20y-qc,edgeIntensities,70312.125
thermo-20y-qc,edgeIntensities,70411.9609375
thermo-20y-qc,edgeIntensities,70493.8203125
thermo-20y-qc,edgeIntensities,70757.4921875
thermo-20y-qc,edgeIntensities,71014.4609375
thermo-20y-qc,edgeIntensities,71098.3671875
thermo-20y-qc,edgeIntensities,71149.859375
thermo-20y-qc,edgeIntensities,71352.96875
thermo-20y-qc,edgeIntensities,71432.6640625
thermo-20y-qc,edgeIntensities,71649.40625
thermo-20y-qc,edgeIntensities,71717.0546875
thermo-20y-qc,edgeIntensities,71767.7890625
thermo-20y-qc,edgeIntensities,72130.421875
thermo-20y-qc,edgeIntensities,72264.1484375
thermo-20y-qc,edgeIntensities,72277.2890625
thermo-20y-qc,edgeIntensities,72487.203125
thermo-20y-qc,edgeIntensities,72694.2109375
thermo-20y-qc,edgeIntensities,72730.7578125
thermo-20y-qc,edgeIntensities,72953.9296875
thermo-20y-qc,edgeIntensities,73123.1328125
thermo-20y-qc,edgeIntensities,73177.9296875
thermo-20y-qc,edgeIntensities,73390.984375
thermo-20y-qc,edgeIntensities,73592.265625
thermo-20y-qc,edgeIntensities,73659.8125
thermo-20y-qc,edgeIntensities,73935.09375
thermo-20y-qc,edgeIntensities,73943.4375
thermo-20y-qc,edgeIntensities,74133.921875
thermo-20y-qc,edgeIntensities,74158.4375
thermo-20y-qc,edgeIntensities,74167.890625
thermo-20y-qc,edgeIntensities,74241.453125
thermo-20y-qc,edgeIntensities,74605.8203125
thermo-20y-qc,edgeIntensities,74696.75
thermo-20y-qc,edgeIntensities,74703.3984375
thermo-20y-qc,edgeIntensities,74783.5859375
thermo-20y-qc,edgeIntensities,75086.5703125
thermo-20y-qc,edgeIntensities,75267.9453125
thermo-20y-qc,edgeIntensities,75303.671875
thermo-20y-qc,edgeIntensities,75624.2734375
thermo-20y-qc,edgeIntensities,75804.859375
thermo-20y-qc,edgeIntensities,76063.6875
thermo-20y-qc,edgeIntensities,76067.734375
thermo-20y-qc,edgeIntensities,76284.0703125
thermo-20y-qc,edgeIntensities,76510.1171875
thermo-20y-qc,edgeIntensities,76561.3828125
thermo-20y-qc,edgeIntensities,76659.8515625
thermo-20y-qc,edgeIntensities,76667.65625
thermo-20y-qc,edgeIntensities,76699.203125
thermo-20y-qc,edgeIntensities,76742.3046875
thermo-20y-qc,edgeIntensities,77424.71875
thermo-20y-qc,edgeIntensities,77575.1171875
thermo-20y-qc,edgeIntensities,77869.15625
thermo-20y-qc,edgeIntensities,77919.3046875
thermo-20y-qc,edgeIntensities,77945.390625
thermo-20y-qc,edgeIntensities,77993.90625
thermo-20y-qc,edgeIntensities,78262.8984375
thermo-20y-qc,edgeIntensities,78649.6484375
thermo-20y-qc,edgeIntensities,78784.34375
thermo-20y-qc,edgeIntensities,78820.15625
thermo-20y-qc,edgeIntensities,78943.046875
thermo-20y-qc,edgeIntensities,79051.7109375
thermo-20y-qc,edgeIntensities,79333.6015625
thermo-20y-qc,edgeIntensities,79386.6171875
thermo-20y-qc,edgeIntensities,79401.1171875
thermo-20y-qc,edgeIntensities,79731.2265625
thermo-20y-qc,edgeIntensities,79772.234375
thermo-20y-qc,edgeIntensities,79936.6640625
thermo-20y-qc,edgeIntensities,80115.796875
thermo-20y-qc,edgeIntensities,80332.71875
thermo-20y-qc,edgeIntensities,80466.0859375
thermo-20y-qc,edgeIntensities,80609.3828125
thermo-20y-qc,edgeIntensities,80875.1796875
thermo-20y-qc,edgeIntensities,80992.6328125
thermo-20y-qc,edgeIntensities,81014.6640625
thermo-20y-qc,edgeIntensities,81096.046875
thermo-20y-qc,edgeIntensities,81186.1328125
thermo-20y-qc,edgeIntensities,81259.7734375
thermo-20y-qc,edgeIntensities,81287.1171875
thermo-20y-qc,edgeIntensities,81288.6484375
thermo-20y-qc,edgeIntensities,81393.515625
thermo-20y-qc,edgeIntensities,81416.375
thermo-20y-qc,edgeIntensities,81416.375
thermo-20y-qc,edgeIntensities,81545.828125
thermo-20y-qc,edgeIntensities,81682.5703125
thermo-20y-qc,edgeIntensities,81745.2265625
thermo-20y-qc,edgeIntensities,81817.140625
thermo-20y-qc,edgeIntensities,81837.9140625
thermo-20y-qc,edgeIntensities,82160.3125
thermo-20y-qc,edgeIntensities,82846.34375
thermo-20y-qc,edgeIntensities,83236.8671875
thermo-20y-qc,edgeIntensities,83236.9921875
thermo-20y-qc,edgeIntensities,83249.9375
thermo-20y-qc,edgeIntensities,83250.7890625
thermo-20y-qc,edgeIntensities,83729.53125
thermo-20y-qc,edgeIntensities,83941.484375
thermo-20y-qc,edgeIntensities,83954.4453125
thermo-20y-qc,edgeIntensities,84312.6875
thermo-20y-qc,edgeIntensities,84894.234375
thermo-20y-qc,edgeIntensities,84945.8359375
thermo-20y-qc,edgeIntensities,85117.4453125
thermo-20y-qc,edgeIntensities,85192.8984375
thermo-20y-qc,edgeIntensities,85650.7421875
thermo-20y-qc,edgeIntensities,85663.5
thermo-20y-qc,edgeIntensities,85696.6484375
thermo-20y-qc,edgeIntensities,85804.0390625
thermo-20y-qc,edgeIntensities,85807.296875
thermo-20y-qc,edgeIntensities,85888.4765625
thermo-20y-qc,edgeIntensities,86139.8046875
thermo-20y-qc,edgeIntensities,86900.125
thermo-20y-qc,edgeIntensities,87179.8046875
thermo-20y-qc,edgeIntensities,87209.7578125
thermo-20y-qc,edgeIntensities,87655.5859375
thermo-20y-qc,edgeIntensities,87697.0859375
thermo-20y-qc,edgeIntensities,87867.4921875
thermo-20y-qc,edgeIntensities,88229.53125
thermo-20y-qc,edgeIntensities,88260.390625
thermo-20y-qc,edgeIntensities,88782.140625
thermo-20y-qc,edgeIntensities,88866.265625
thermo-20y-qc,edgeIntensities,89004.2734375
thermo-20y-qc,edgeIntensities,89060.828125
thermo-20y-qc,edgeIntensities,89640.3828125
thermo-20y-qc,edgeIntensities,89682.21875
